Festival,Year,Track,Title,Agency,Brand,Country,Award,Credits
El Ojo de Iberoamerica,2024,Sustentable,Nobody should die at XMAS,DoubleYou,Open Arms,Espana,ORO,Prod Blua Realizador-a Iker Iturria Prod Audio Sonido lastcrit Postprod Blua -Moonlight Otras Empresas Engine Agency Pais Espana
El Ojo de Iberoamerica,2024,Sustentable,The missing review,Republica Havas,Amigos For Kids,Estados Unidos,PLATA,Prod El Living - MDS Digital - Twins Music Realizador-a Arturo Vazquez- Lucas Cardona- Fernando Torres- Camila Londono- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music -Twins Music -Twins Music Pais Estados Unidos
El Ojo de Iberoamerica,2024,Sustentable,Comida para Gusanos,VML Chile,Ministerio De Salud,Chile,PLATA,Prod Oriental Films Postprod Atomica Otras Empresas Clear Channel Pais Chile
El Ojo de Iberoamerica,2024,Sustentable,Pinata-,Samy Alliance,PETA Global,Espana,BRONCE,Prod ROMA Realizador-a Juan Bascon Prod Audio Sonido Beat Music -OMBU Postprod Marc Morato -Giaccomo Prestinari -Metropolitana Pais Espana
El Ojo de Iberoamerica,2024,Sustentable,Necesito un hombre,TBWAFrederick,Corporacion Humanas,Chile,ORO,Prod independiente Realizador-a Rocio Huerta Pais Chile
El Ojo de Iberoamerica,2024,Sustentable,Libertadoras,WILD FI Uruguay,Museo Historico Nacional - Museo Juan Manuel Blanes,Uruguay,PLATA,Prod Oriental Films Realizador-a Fabian Rojas - Ignacio Giannini Prod Audio Sonido La Mayor -Federico Moreira Postprod Oriental Films Pais Uruguay
El Ojo de Iberoamerica,2024,Sustentable,Despido-,Propeg,Grupo Gay da Bahia GGB,Brasil,BRONCE,Prod Plural Imagem E Som Realizador-a Nico Matteis Prod Audio Sonido Logico Music Postprod Plural Imagem E Som Pais Brasil
El Ojo de Iberoamerica,2024,Sustentable,Address The Invisible-,Archer Troy,Techo Mexico --Google,Mexico,ORO,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Sustentable,Welcome to the group-,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,BRONCE,Prod Kaiju Pais Costa Rica
El Ojo de Iberoamerica,2024,Sustentable,Manuales para sobrevivir-,Publicidad Comercial MullenLowe El Salvador El Salvador,manualesparasobrevivirorg,El Salvador,BRONCE,Prod Simple Society El Salvador - Garage Film El Salvador Realizador-a Carlos Escalon- Fernando Vilanova Prod Audio Sonido The Farm - Rocco Postprod Simple Society Pais El Salvador
El Ojo de Iberoamerica,2024,Sports,Hotel La Argentina,Mercado McCann,TyC Sports Prod Virgen Films Realizador-a Martin,Argentina,GRAN OJO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Pasado perfecto,Mercado McCann,Schneider,Argentina,PLATA,Prod Poster Realizador-a Sebastian Caporelli Prod Audio Sonido Porta Estudio Postprod Poster -Poster Otras Empresas Pimba VFX Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Faces of the future,VML Argentina,Rexona,Argentina,PLATA,Prod Audio Sonido Swing Musica Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Hotel La Argentina,Mercado McCann,TyC Sports Prod Virgen Films Realizador-a Martin,Argentina,ORO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Barrios rivales,Don,Flow,Argentina,PLATA,Prod Huinca Cine Les Beaux Realizador-a Salomao Figueiredo Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,PLATA,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru
El Ojo de Iberoamerica,2024,Sports,Olimpack,From,PedidosYa Market,Uruguay,PLATA,Prod From Pais Uruguay
El Ojo de Iberoamerica,2024,Sports,Hay una apuesta en el aire,Havas Colombia - Hoy by Havas Argentina,Wingo - Flybondi Argentina,Colombia,BRONCE,Prod Havas POP Prod Audio Sonido Twins Music -Max Scott-Jose Violante-Jeronimo Gonzalez Montalvo Otras Empresas Wingo Pais Colombia
El Ojo de Iberoamerica,2024,Sports,Nombres confundidos,Republica Havas,Asociacion Lucha contra el Mal,Argentina,ORO,Prod Walden Studio - Twins Music Realizador-a Guido Cassini - Matias Pisani - Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Yo estuve ahi,di Paola Latina Argentina,Missing Children Argentina,Argentina,BRONCE,Prod Mama Hungara Realizador-a Mama Hungara Prod Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Face un-recognition,Republica Havas,Asociacion Lucha contra el Mal,Argentina,BRONCE,Prod Retina - Twins Music Realizador-a Juan Pablo Carrizo- Sergio Godoy- Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music Postprod Pato Llambi Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Hotel La Argentina,Mercado McCann,TyC Sports,Argentina,ORO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films Otras Empresas Supercharango Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Barrios rivales,Don,Flow,Argentina,PLATA,Prod Huinca Cine Les Beaux Realizador-a Salomao Figueiredo Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Gatorade match saver,Springtime,Gatorade,Argentina,ORO,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio PostprodMM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Lucky news,Paradais DDB,Ecuasal,Ecuador,BRONCE,
El Ojo de Iberoamerica,2024,Sports,Clean Sponsorship,DM9,Consul,Brasil,ORO,Prod Corazon Filmes Realizador-a Bruno Zanetti Prod Audio Sonido Satelite Audio Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Patrocinio sudado,Isla,Gatorade,Colombia,ORO,Prod Aleta Media Realizador-a Matias Ferrari Prod Pais Colombia
El Ojo de Iberoamerica,2024,Sports,Amazon Desert Rally,Africa Creative,Vivo,Brasil,BRONCE,Prod Genco Realizador-a Andre Vidigal Prod Audio Sonido Satellite Audio Otras Empresas Monkey Producoes Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Foodball Fans,Fahrenheit DDB,Plaza Vea,Peru,BRONCE,Prod Locomotor Realizador-a Bruno Rey Prod Audio Sonido Creasonica Pais Peru
El Ojo de Iberoamerica,2024,Sports,Imaginary Squads,GALERIAag,Itau,Brasil,BRONCE,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Imaginary Squads,GALERIAag,Itau,Brasil,PLATA,Prod Frame Realizador-a Edu Simon- Rafael Urenha- Ducha Lopes- Phil Daijo Prod Audio Sonido Canja Postprod Frame Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Todos Somos Sub20,VML Uruguay,Banco,Uruguay,PLATA,Prod Cholo Films - VML Uruguay Pais Uruguay
El Ojo de Iberoamerica,2024,Sports,Identical Fans,TBWAPeru,BCP,Peru,BRONCE,
El Ojo de Iberoamerica,2024,Sports,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Prod PostprodChristopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Sports,Target your hunger,Madison DDB,Heinz,Costa Rica,BRONCE,Prod Emotions Realizador-a Rolando Munoz Prod Pais Costa Rica
El Ojo de Iberoamerica,2024,Sports,WiFi Refresh,VML Brasil,Mentos,Brasil,BRONCE,Prod Ambiencia Prod Audio Sonido Canja Audio Culture Otras Empresas BR Media Group Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Juega por el futuro,VML Espana - VML Brasil - VML Estados Unidos,Greenpeace Chile,Espana,BRONCE,Prod Audio Sonido Jamute Otras Empresas Druid Creative Gaming Pais Espana
El Ojo de Iberoamerica,2024,Sports,Stains of Glory,MullenLowe SSP3,ALA,Argentina,PLATA,
El Ojo de Iberoamerica,2024,Sports,Gatorade match saver,Springtime,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Fede Garcia Rico Prod Audio Sonido Papamusic -Porta Estudio PostprodMM Otras Empresas No Smoking Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Audience Delivery,DM9 - Live Mode,iFood,Brasil,ORO,Prod Handmaker Realizador-a Fernando Lenox Prod Audio Sonido Mr Pink Pais Brasil
El Ojo de Iberoamerica,2024,Sports,Faces of the future,VML Argentina,Rexona,Argentina,PLATA,Prod Audio Sonido Swing Musica Pais Argentina
El Ojo de Iberoamerica,2024,Sports,MujeresIncreibles,Archer Troy,Tupperware Mexico,Mexico,BRONCE,
El Ojo de Iberoamerica,2024,Sports,Hinchas silenciosos,BBDO Chile,Ministerio del Deporte,Chile,BRONCE,Prod Alaska Films - UOIEA Studio Postprod Punk Robot Pais Chile
El Ojo de Iberoamerica,2024,Sports,Quinceaneras FC,WiedenKennedy Mexico,Nike Mexico,Mexico,BRONCE,Prod Candela Realizador-a Alejandra Castilla Pais Mexico
El Ojo de Iberoamerica,2024,Sports,Pasado perfecto,Mercado McCann,Schneider,Argentina,PLATA,Prod Poster Realizador-a Sebastian Caporelli Prod Audio Sonido Porta Estudio Postprod Poster -Poster Otras Empresas Pimba VFX Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Los dos partidos,Nodos Peru,RPP,Peru,PLATA,Prod Audio Sonido Soundlab Pais Peru
El Ojo de Iberoamerica,2024,Sports,3 vueltas,R-GA Buenos Aires - Becoming Mode,Gatorade,Argentina,PLATA,Prod Mama Hungara Realizador-a Federico Ondjian Pais Argentina
El Ojo de Iberoamerica,2024,Sports,MujeresIncreibles,Archer Troy,Tupperware Mexico,Mexico,BRONCE,
El Ojo de Iberoamerica,2024,Sports,Olimpack,From,PedidosYa Market,Uruguay,BRONCE,Prod From Pais Uruguay
El Ojo de Iberoamerica,2024,Sports,Stains of Glory,MullenLowe SSP3,ALA,Argentina,BRONCE,
El Ojo de Iberoamerica,2024,Sports,Hotel La Argentina,Mercado McCann,TyC Sports,Argentina,ORO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Pais Argentina
El Ojo de Iberoamerica,2024,Sports,Seguro del hincha,Publicis Impetu,Supermatch,Uruguay,BRONCE,Prod Oriental Films Realizador-a Diego Robino Pais Uruguay
El Ojo de Iberoamerica,2024,Contenido,Hotel La Argentina,Mercado McCann,TyC Sports,Argentina,GRAN OJO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,Suerte shot on iPhone 15,TBWAMedia Arts Lab Miami,Apple,Estados Unidos,PLATA,Prod Landia Realizador-a CLIQUA Raul Sanchez Pasqual Gutierrez Paises Estados Unidos
El Ojo de Iberoamerica,2024,Contenido,Suerte shot on iPhone 15,TBWAMedia Arts Lab Miami,Apple,Estados Unidos,PLATA,Prod Landia Realizador-a CLIQUA Raul Sanchez Pasqual Gutierrez Paises Estados Unidos
El Ojo de Iberoamerica,2024,Contenido,Historias que no pudieron ser,Innvented Uruguay,Madres y Familiares,Uruguay,ORO,Prod Oriental Films Realizador-a Charly Gutierrez- Marindia Paises Uruguay
El Ojo de Iberoamerica,2024,Contenido,Nombres confundidos,Republica Havas,Asociacion Lucha contra el Mal,Argentina,PLATA,Prod Walden Studio - Twins Music Realizador-a Guido Cassini - Matias Pisani - Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,Hotel La Argentina,Mercado McCann,TyC Sports,Argentina,ORO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Paises Mexico
El Ojo de Iberoamerica,2024,Contenido,Suerte shot on iPhone 15,TBWAMedia Arts Lab Miami,Apple,Estados Unidos,BRONCE,Prod Landia Realizador-a CLIQUA Raul Sanchez Pasqual Gutierrez Paises Estados Unidos
El Ojo de Iberoamerica,2024,Contenido,UninterruptAds,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,The test list,TombrasNina,Grupo Omint,Argentina,BRONCE,Prod Hello Stranger Prod Audio Sonido TITAN Postprod TombrasNina Otras Empresas Warner Music Otro Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,VW 70 anos,Almap BBDO,Volkswagen Brasil,Brasil,ORO,Prod Boiler Filmes Realizador-a Dulcidio Caldeira Prod Audio Sonido Raw Audio Postprod Flow Effects -Acauan Pastore Otras Empresas Giusti Comunicacao Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,UninterruptAds,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado - La Carretera Films Prod Audio Sonido Mugshot Otras Empresas Sante Music Agency Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,Errata at 88,Almap BBDO,Johnnie Walker,Brasil,PLATA,Prod Almap BBDO Realizador-a Rodrigo Resende- Diego Villas Boas Prod Audio Sonido Cabaret Studio Otras Empresas Giusti Comunicacao -Inside Out PR -Suba Junto Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,13 Cielos Videoclip,WiedenKennedy Mexico,Victoria,Mexico,PLATA,Prod The Maestros Realizador-a Rodrigo Valdes- Giuliana Tommasi Prod Audio Sonido Yamil Misael Gomez Postprod The Maestros -Mathematic Studio -Club Color -Diego Flores Otras Empresas Astro LX -Javier Umpierrez Paises Mexico
El Ojo de Iberoamerica,2024,Contenido,Suerte shot on iPhone 15,TBWAMedia Arts Lab Miami,Apple,Estados Unidos,BRONCE,Prod Landia Realizador-a CLIQUA Raul Sanchez Pasqual Gutierrez Paises Estados Unidos
El Ojo de Iberoamerica,2024,Contenido,Fan profesional,Africa Creative,Budweiser,Brasil,PLATA,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,Sociedad de la Nieve Que nos paso en la Montana,Jellyfish,Netflix Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Contenido,Suerte shot on iPhone 15,TBWAMedia Arts Lab Miami,Apple,Estados Unidos,PLATA,Prod Landia Realizador-a CLIQUA Raul Sanchez Pasqual Gutierrez Paises Estados Unidos
El Ojo de Iberoamerica,2024,Contenido,Medalla Drinkers Know,DDB Latina Puerto Rico,Medalla Light,Puerto Rico,PLATA,Prod DDB Latina Puerto Rico Realizador-a Peter Peralta- Luis Romero Paises Puerto Rico
El Ojo de Iberoamerica,2024,Contenido,Fan profesional,Africa Creative,Budweiser,Brasil,ORO,Prod Modo Integrado Prod Audio Sonido Canja Audio Culture -Eduardo Karas-Filipe Resende-Levi Mynssen de Mello-Filipe Lopes-Levi Mynssen de Mello-Nando de Castro-Matheus Peres-Lari Storch-Ana Flor Bohrer-Flavia Medeiros-Igor Lobo-Mariana Aldrigue Paises Brasil
El Ojo de Iberoamerica,2024,Contenido,Nombres confundidos,Republica Havas,Asociacion Lucha contra el Mal,Argentina,BRONCE,Prod Walden Studio - Twins Music Realizador-a Guido Cassini - Matias Pisani - Jeronimo Gonzalez Montalvo- Max Scott- Tom Huergo Prod Audio Sonido Twins Music Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,Libertadoras,WILD FI Uruguay,Museo Historico Nacional - Museo Juan Manuel Blanes,Uruguay,BRONCE,Prod Oriental Films Realizador-a Fabian Rojas - Ignacio Giannini Prod Audio Sonido La Mayor -Federico Moreira Postprod Oriental Films Paises Uruguay
El Ojo de Iberoamerica,2024,Contenido,KFC auto Grand Prix,PS21,KFC Espana,Espana,ORO,
El Ojo de Iberoamerica,2024,Contenido,Forteleton,DDB Chile,Banco,Chile,BRONCE,Prod Neumann Realizador-a Pablo Neumann Prod Audio Sonido Sauvalle Paises Chile
El Ojo de Iberoamerica,2024,Contenido,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Otras Paises Mexico
El Ojo de Iberoamerica,2024,Contenido,Me ofrezco,Revuelta - Mono Madrid,Wallapop,Espana,PLATA,Prod Garlic Films Realizador-a OCKHAM Prod Audio Sonido Chaco Music House -La Panaderia Postprod McNulty Paises Espana
El Ojo de Iberoamerica,2024,Contenido,Muertes invisibles,Pousta,Club Deportivo Palestino,Chile,BRONCE,Prod Blackstar Realizador-a Esteban Cabezas- Sebastian Lara- Diego Cabezas- Fabian Novoa- Javier Santelices Prod Audio Sonido Pulso Music Paises Chile
El Ojo de Iberoamerica,2024,Contenido,KFC auto Grand Prix,PS21,KFC Espana,Espana,PLATA,
El Ojo de Iberoamerica,2024,Contenido,El sabor del hate,This is Libre,Grefusa,Espana,PLATA,Prod Blank Films Realizador-a Diego Guerrero Paises Espana
El Ojo de Iberoamerica,2024,Contenido,Hotel La Argentina,Mercado McCann,TyC Sports,Argentina,ORO,Prod Virgen Films Realizador-a Martin de Escalada Prod Audio Sonido Virgen Films Postprod Virgen Films -Virgen Films Otras Empresas Supercharango Paises Argentina
El Ojo de Iberoamerica,2024,Contenido,Fer,anonimo,Save the Children Mexico,Mexico,PLATA,Prod Catatonia Realizador-a Laura Baumeister Prod Audio Sonido Audios Estudio Shalala -Warner Chappell Music Argentina Postprod Catatonia -Fantastic Post Paises Mexico
El Ojo de Iberoamerica,2024,Contenido,Historias que no pudieron ser,Innvented Uruguay,Madres y Familiares,Uruguay,PLATA,Prod Oriental Films Realizador-a Charly Gutierrez- Marindia Paises Uruguay
El Ojo de Iberoamerica,2024,Contenido,This is not a game,VML Mexico,Movistar Mexico,Mexico,GRAN OJO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Contenido,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Postprod Christopher Valdiviezo Pais Ecuador
El Ojo de Iberoamerica,2024,Contenido,This is not a game,VML Mexico,Movistar Mexico,Mexico,ORO,Prod Landia Realizador-a Lucas Shannon Prod Audio Sonido BDS Postprod Landia Pais Mexico
El Ojo de Iberoamerica,2024,Contenido,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Contenido,Thanks for Coke-Creating,VML Mexico - VML Brasil,Coca-Cola,Mexico,PLATA,Prod Mango Films - Sugarcane Filmes - Baliprod Otro- Glitch Productions Otro- NetoShookan Productions Otro Realizador-a Erik Tapia Otras Empresas Raw Audio -VML Brasil -Sugarcane Filmes -Ogilvy Otro-EssenceMediacom Pais Mexico
El Ojo de Iberoamerica,2024,Contenido,Find Your Summer,LOLA MullenLowe,Magnum Ice Cream,Espana,BRONCE,Prod MJZ Realizador-a Juan Cabral Prod Audio Sonido Big Sync Postprod Glassworks Otras Empresas Mindshare Otro Pais Espana
El Ojo de Iberoamerica,2024,Contenido,Wrong Candidates,Alma DDB,Change the Ref,Estados Unidos,ORO,
El Ojo de Iberoamerica,2024,Contenido,Welcome to the group,PHD Costa Rica - Shiift Porter Novelli - TBWARIOT,Cambiemos la Regla,Costa Rica,PLATA,Prod Kaiju Pais Costa Rica
El Ojo de Iberoamerica,2024,Contenido,Help Plus,Lew Lara TBWA,Cruz Vermelha Sao Paulo,Brasil,BRONCE,Prod Movietrailer - Trust Prod Audio Sonido Sonido Audio Otras Empresas Bolha Pais Brasil
El Ojo de Iberoamerica,2024,Contenido,En nuestras manos,LLYC,StepbyWater,Espana,BRONCE,Prod Jupiter Films Pais Espana
El Ojo de Iberoamerica,2024,Innovacion,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,GRAN OJO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Innovacion,Filter Caps,Ogilvy Colombia,Filsa Colombia,Colombia,ORO,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Producciones Pais Colombia
El Ojo de Iberoamerica,2024,Innovacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,BRONCE,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Innovacion,Impulse,Cheil Espana,Samsung Espana,Espana,ORO,Prod Somos 5 Realizador-a Alfredo Lobo Postprod Somos5 Otras Empresas Acid Tango Pais Espana
El Ojo de Iberoamerica,2024,Innovacion,Address The Invisible,Archer Troy,Techo Mexico --Google,Mexico,PLATA,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Innovacion,Vanishing Emails,VML Peru,Amazon Web Services,Estados Unidos,PLATA,Prod Ladoble - SLALOM Otro Realizador-a Martin Donozo Postprod Facundo Junquet -Luis Staffolani -Cynthia Fuentes Otras Empresas SLALOM Otro Pais Estados Unidos
El Ojo de Iberoamerica,2024,Innovacion,Literacy pen,Monks,Literacy Pen,Estados Unidos,BRONCE,Prod Primo - EMERGE Beijing Otro- Believe TV Otro Prod Audio Sonido Vox Haus Pais Estados Unidos
El Ojo de Iberoamerica,2024,Innovacion,Imagine with Petacos,DDB Colombia - Buentipo Anchor,Bavaria,Colombia,PLATA,Prod Primo Realizador-a Gina Medina Prod Audio Sonido Diego Caceres Pais Colombia
El Ojo de Iberoamerica,2024,Innovacion,Address The Invisible-,Archer Troy,Techo Mexico --Google,Mexico,BRONCE,Prod Onirica Realizador-a Eduardo Canto Pais Mexico
El Ojo de Iberoamerica,2024,Innovacion,Amunas recovery-,Publicis Peru,Cusquena,Peru,BRONCE,Prod The Pub Realizador-a Erick Diaz Prod Audio Sonido Agosto Music Postprod The Pub -The Pub Otras Empresas Norte Films Pais Peru
El Ojo de Iberoamerica,2024,Creative Data,Promesas Absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,GRAN OJO CREATIVE DATA,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,La metrica embotellada,interaction,PNUD,Costa Rica,ORO,
El Ojo de Iberoamerica,2024,Creative Data,Rainbow Washing Detector,DDB Mexico,Capaxia,Mexico,PLATA,Prod Habitant Productions - Bionica Realizador-a Adrian Suarez- Mauro Bravo Prod Audio Sonido Estudios Machina Otras Empresas Bionica -Porter Novelli -Trebolbit Pais Mexico
El Ojo de Iberoamerica,2024,Creative Data,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,PLATA,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,La Tierra de los Invisibles,iD TBWA,SP Invisivel,Brasil,BRONCE,Prod Paranoid Brasil Realizador-a Rene Baldiserra - Gabriel Neves Prod Audio Sonido Jamute Postprod Clan VFX -Bleach Otras Empresas Instagrafite -Embed Producao Digital Pais Brasil
El Ojo de Iberoamerica,2024,Creative Data,Animal alerts,Serviceplan Alemania - Lanfranco Cordova NYC - Tulom PR,PetPace,Peru,ORO,Prod Rebeca Producciones Realizador-a Matias Gutierrez Prod Audio Sonido Agosto Music -Agosto Music Postprod Nativo Post Otras Empresas Tulom PR -Eat-Astral Kreativ Otro-Mediaplus Group Otro-Peppercomm Pais Peru
El Ojo de Iberoamerica,2024,Creative Data,Dolar Diarco,BB agencia,Diarco,Argentina,PLATA,Realizador-a Mariano Alvarez Parracia Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,BRONCE,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,Gamer Loan,Paradais DDB,Banco del Pacifico,Ecuador,ORO,Realizador-a Tito Duran Prod Pais Ecuador
El Ojo de Iberoamerica,2024,Creative Data,KFC auto Grand Prix,PS21,KFC Espana,Espana,BRONCE,
El Ojo de Iberoamerica,2024,Creative Data,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,ORO,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,W1ng Cod3s,Havas HOY,Volaris Aerolinea,Mexico,PLATA,Prod Havas HOY Realizador-a David Camacho Pais Mexico
El Ojo de Iberoamerica,2024,Creative Data,La Tierra de los Invisibles,iD TBWA,SP Invisivel,Brasil,BRONCE,Prod Paranoid Brasil Realizador-a Rene Baldiserra - Gabriel Neves Prod Audio Sonido Jamute Postprod Clan VFX -Bleach Otras Empresas Instagrafite -Embed Producao Digital Pais Brasil
El Ojo de Iberoamerica,2024,Creative Data,Unforgettable Women,MullenLowe Delta,Banco Pichincha Ecuador,Ecuador,BRONCE,Prod Bang Motions Films - The Others Realizador-a Yayo Alarcon Prod Audio Sonido Fletcher Munson Pais Ecuador
El Ojo de Iberoamerica,2024,Creative Data,Algoritmo Salvaje Reset,Edelman Espana,Ampara Silvestre,Brasil,ORO,Prod Nelson Jimenez Ortiz de Zarate Realizador-a Nelson Jimenez Ortiz de Zarate Pais Brasil
El Ojo de Iberoamerica,2024,Creative Data,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,PLATA,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,Rainbot,LLYC,Pride Connection Mexico,Mexico,BRONCE,Prod LLYC Pais Mexico
El Ojo de Iberoamerica,2024,Creative Data,Rock DNA,Almap BBDO,de Billboard Brasil,Brasil,ORO,Prod Acaca Prod Audio Sonido Punch Audio Otras Empresas Giusti Creative PR -Mynd Pais Brasil
El Ojo de Iberoamerica,2024,Creative Data,Promesas absurdas,VML Argentina,ASDRA Asociacion Sindrome,Argentina,PLATA,Prod Landia Realizador-a Diego Dutil- Tomas Quartino Prod Audio Sonido Violeta Music Pais Argentina
El Ojo de Iberoamerica,2024,Creative Data,Thermal Sensation of Urgency,Lew LaraTBWA,Cruz Vermelha Sao Paulo,Brasil,BRONCE,Prod Monster Films Prod Audio Sonido DragonFly Pais Brasil
El Ojo de Iberoamerica,2024,Creative Commerce,Samsung Throwback Deals-,MRM Brasil,Samsung Brasil,Brasil,GRAN OJO CREATIVE COMMERCE,
